Date,Close,High,Low,Open,Volume
02/01/2020,3257.850098,3258.139892578125,3235.530029296875,3244.669922,3459930000
03/01/2020,3234.850098,3246.149902,3222.340087890625,3226.360107421875,3484700000
06/01/2020,3246.280029296875,3246.840087890625,3214.639892578125,3217.550048828125,3702460000
07/01/2020,3237.179931640625,3244.909912109375,3232.429931640625,3241.860107421875,3435910000
08/01/2020,3253.050048828125,3267.070068359375,3236.669922,3238.590087890625,3726840000
09/01/2020,3274.699951171875,3275.580078,3263.669922,3266.030029296875,3641230000
10/01/2020,3265.350098,3282.989990234375,3260.860107421875,3281.810059,3214580000
13/01/2020,3288.129883,3288.129883,3268.429931640625,3271.129883,3459390000
14/01/2020,3283.149902,3294.25,3277.189941,3285.350098,3687620000
15/01/2020,3289.290039,3298.659912109375,3280.689941,3282.27002,3721490000
16/01/2020,3316.810059,3317.110107421875,3302.820068359375,3302.969970703125,3540580000
17/01/2020,3329.620117,3329.879883,3318.860107421875,3323.659912109375,3726220000
21/01/2020,3320.790039,3329.790039,3316.610107421875,3321.030029296875,4104840000
22/01/2020,3321.75,3337.77002,3320.040039,3330.02002,3623780000
23/01/2020,3325.540039,3326.879883,3301.870117,3315.77002,3766710000
24/01/2020,3295.469970703125,3333.179931640625,3281.530029296875,3333.100098,3708780000
27/01/2020,3243.629883,3258.850098,3234.5,3247.159912109375,3831050000
28/01/2020,3276.239990234375,3285.780029296875,3253.219970703125,3255.350098,3531570000
29/01/2020,3273.399902,3293.469970703125,3271.889892578125,3289.459961,3600250000
30/01/2020,3283.659912109375,3285.909912109375,3242.800048828125,3256.449951171875,3790350000
31/01/2020,3225.52002,3282.330078,3214.679931640625,3282.330078,4529700000
03/02/2020,3248.919922,3268.439941,3235.659912109375,3235.659912109375,3760460000
04/02/2020,3297.590087890625,3306.919922,3280.610107421875,3280.610107421875,3996900000
05/02/2020,3334.689941,3337.580078,3313.75,3324.909912109375,4121480000
06/02/2020,3345.780029296875,3347.959961,3334.389892578125,3344.919922,3887250000
07/02/2020,3327.709961,3341.419922,3322.120117,3335.540039,3733920000
10/02/2020,3352.090087890625,3352.260009765625,3317.77002,3318.280029296875,3462730000
11/02/2020,3357.75,3375.629883,3352.719970703125,3365.870117,3762940000
12/02/2020,3379.449951171875,3381.469970703125,3369.719970703125,3370.5,3930910000
13/02/2020,3373.939941,3385.090087890625,3360.52002,3365.899902,3500890000
14/02/2020,3380.159912109375,3380.689941,3366.149902,3378.080078,3419700000
18/02/2020,3370.290039,3375.010009765625,3355.610107421875,3369.040039,3750400000
19/02/2020,3386.149902,3393.52002,3378.830078,3380.389892578125,3614200000
20/02/2020,3373.22998,3389.149902,3341.02002,3380.449951171875,4019180000
21/02/2020,3337.75,3360.760009765625,3328.449951171875,3360.5,3908780000
24/02/2020,3225.889892578125,3259.810059,3214.649902,3257.610107421875,4851160000
25/02/2020,3128.209961,3246.989990234375,3118.77002,3238.939941,5596760000
26/02/2020,3116.389892578125,3182.510009765625,3108.989990234375,3139.899902,5484650000
27/02/2020,2978.760009765625,3097.070068359375,2977.389892578125,3062.540039,7064710000
28/02/2020,2954.219970703125,2959.719970703125,2855.840087890625,2916.899902,8569570000
02/03/2020,3090.22998,3090.959961,2945.189941,2974.280029296875,6381330000
03/03/2020,3003.370117,3136.719970703125,2976.629883,3096.459961,6376510000
04/03/2020,3130.120117,3130.969970703125,3034.379883,3045.75,5073020000
05/03/2020,3023.939941,3083.040039,2999.830078,3075.699951171875,5579290000
06/03/2020,2972.370117,2985.929931640625,2901.540039,2954.199951171875,6555240000
09/03/2020,2746.560059,2863.889892578125,2734.429931640625,2863.889892578125,8441290000
10/03/2020,2882.22998,2882.590087890625,2734,2813.47998,7642040000
11/03/2020,2741.379883,2825.600098,2707.219970703125,2825.600098,7431200000
12/03/2020,2480.639892578125,2660.949951171875,2478.860107421875,2630.860107421875,8850810000
13/03/2020,2711.02002,2711.330078,2492.370117,2569.989990234375,8299070000
16/03/2020,2386.129883,2562.97998,2380.939941,2508.590087890625,7805450000
17/03/2020,2529.189941,2553.929931640625,2367.040039,2425.659912109375,8370250000
18/03/2020,2398.100098,2453.570068359375,2280.52002,2436.5,8799300000
19/03/2020,2409.389892578125,2466.969970703125,2319.780029296875,2393.47998,7956100000
20/03/2020,2304.919922,2453.010009765625,2295.560059,2431.939941,9053950000
23/03/2020,2237.399902,2300.72998,2191.860107421875,2290.709961,7411380000
24/03/2020,2447.330078,2449.709961,2344.439941,2344.439941,7563150000
25/03/2020,2475.560059,2571.419922,2407.530029296875,2457.77002,8300010000
26/03/2020,2630.070068359375,2637.010009765625,2500.719970703125,2501.290039,7766990000
27/03/2020,2541.469970703125,2615.909912109375,2520.02002,2555.870117,6201670000
30/03/2020,2626.649902,2631.800048828125,2545.280029296875,2558.97998,5751120000
31/03/2020,2584.590087890625,2641.389892578125,2571.149902,2614.689941,6576210000
01/04/2020,2470.5,2522.75,2447.489990234375,2498.080078,5964000000
02/04/2020,2526.899902,2533.219970703125,2455.790039,2458.540039,6464190000
03/04/2020,2488.649902,2538.179931640625,2459.959961,2514.919922,6096970000
06/04/2020,2663.679931640625,2676.850098,2574.570068359375,2578.280029296875,6403840000
07/04/2020,2659.409912109375,2756.889892578125,2657.669922,2738.649902,7050410000
08/04/2020,2749.97998,2760.75,2663.300048828125,2685,5875710000
09/04/2020,2789.820068359375,2818.570068359375,2762.360107421875,2776.989990234375,7899550000
13/04/2020,2761.629883,2782.459961,2721.169922,2782.459961,5319530000
14/04/2020,2846.060059,2851.850098,2805.100098,2805.100098,5615730000
15/04/2020,2783.360107421875,2801.879883,2761.540039,2795.639892578125,5208000000
16/04/2020,2799.550048828125,2806.510009765625,2764.320068359375,2799.340087890625,5228810000
17/04/2020,2874.560059,2879.219970703125,2830.879883,2842.429931640625,5804810000
20/04/2020,2823.159912109375,2868.97998,2820.429931640625,2845.620117,5228630000
21/04/2020,2736.560059,2785.540039,2727.100098,2784.810059,5121010000
22/04/2020,2799.310059,2815.100098,2775.949951171875,2787.889892578125,5084920000
23/04/2020,2797.800048828125,2844.899902,2794.260009765625,2810.419922,5773530000
24/04/2020,2836.739990234375,2842.709961,2791.760009765625,2812.639892578125,5382810000
27/04/2020,2878.47998,2887.719970703125,2852.889892578125,2854.649902,5203930000
28/04/2020,2863.389892578125,2921.149902,2860.709961,2909.959961,5691160000
29/04/2020,2939.510009765625,2954.860107421875,2912.159912109375,2918.459961,6645640000
30/04/2020,2912.429931640625,2930.909912109375,2892.469970703125,2930.909912109375,6544980000
01/05/2020,2830.709961,2869.090087890625,2821.610107421875,2869.090087890625,4759810000
04/05/2020,2842.739990234375,2844.239990234375,2797.850098,2815.010009765625,4735930000
05/05/2020,2868.439941,2898.22998,2863.550048828125,2868.879883,5140290000
06/05/2020,2848.419922,2891.110107421875,2847.649902,2883.139892578125,4892570000
07/05/2020,2881.189941,2901.919922,2876.47998,2878.260009765625,5178790000
08/05/2020,2929.800048828125,2932.159912109375,2902.879883,2908.830078,4876030000
11/05/2020,2930.189941,2944.25,2903.439941,2915.459961,4819730000
12/05/2020,2870.120117,2945.820068359375,2869.590087890625,2939.5,5119630000
13/05/2020,2820,2874.139892578125,2793.149902,2865.860107421875,6151650000
